epoch,loss,val_loss
0,0.0022444669157266617,0.0004118858778383583
1,0.0010606650030240417,0.00013684031728189439
2,0.0006898627034388483,0.0001562576653668657
3,0.0003675796033348888,0.00015831257042009383
4,0.00020765827503055334,0.0001774476986611262
5,0.00018255958275403827,0.00023214056272991002
6,0.0001671500358497724,0.00019738446280825883
7,0.00015333345800172538,0.00017993160872720182
8,0.00013206728908699006,0.00018196419114246964
9,0.0001525966654298827,0.00016923833754844964
10,0.00014322003698907793,0.000171282998053357
11,0.00014386138354893774,0.00019175672787241638
0,0.00441813375800848,0.004984810948371887
1,0.004268964286893606,0.00475404504686594
2,0.004115902818739414,0.004536946304142475
3,0.003972018137574196,0.004327414091676474
4,0.0038276282139122486,0.004120119847357273
5,0.003699829801917076,0.0039196680299937725
6,0.003560701385140419,0.003725552698597312
7,0.003436626633629203,0.0035382905043661594
8,0.0032990234903991222,0.003360939444974065
9,0.00318068265914917,0.0031972064170986414
10,0.003057357855141163,0.0030345034319907427
11,0.0029419073835015297,0.002874540165066719
12,0.002824113005772233,0.0027135496493428946
13,0.002708482090383768,0.0025508638937026262
14,0.0025996265467256308,0.0023923120461404324
15,0.0024845541920512915,0.0022411264944821596
16,0.002388950437307358,0.0020893425680696964
17,0.0022820006124675274,0.0019408182706683874
18,0.0021946479100733995,0.001793858245946467
19,0.0020896762143820524,0.0016549512511119246
20,0.001992465928196907,0.0015190293779596686
21,0.0019078388577327132,0.001382510643452406
22,0.0018179664621129632,0.0012604761868715286
23,0.0017374851740896702,0.0011375247268006206
24,0.001657722401432693,0.001024072291329503
25,0.0015741088427603245,0.0009170793346129358
26,0.0015009911730885506,0.0008201758610084653
27,0.0014345134841278195,0.0007365035125985742
28,0.0013734734384343028,0.0006553300190716982
29,0.0013100496726110578,0.0005881120450794697
30,0.0012469047214835882,0.0005324287340044975
31,0.001191738061606884,0.0004778873408213258
32,0.0011371769942343235,0.00042899063555523753
33,0.001082260743714869,0.0003891347732860595
34,0.0010280568385496736,0.0003491136303637177
35,0.0009791194461286068,0.00031855711131356657
36,0.0009282243554480374,0.0002880046085920185
37,0.0008826094563119113,0.00026379700284451246
38,0.0008283744682557881,0.00024935067631304264
39,0.0007869333494454622,0.0002361585502512753
40,0.0007444384973496199,0.00022034048743080348
41,0.0006958228186704218,0.00020120279805269092
42,0.0006518972804769874,0.00019262587011326104
43,0.0006062384345568717,0.00018014728266280144
44,0.0005673481500707567,0.00016583976685069501
45,0.0005207735230214894,0.00015956662537064403
46,0.0004818716552108526,0.0001481007639085874
47,0.00043808508780784905,0.00014461937826126814
48,0.0004037826438434422,0.0001360231835860759
49,0.00036886209272779524,0.00013057896285317838
50,0.0003349552280269563,0.00012306077405810356
51,0.0002966600004583597,0.00011448060831753537
52,0.0002713827707339078,0.00011130890197819099
53,0.00023472642351407558,0.00010872483835555613
54,0.0002180743176722899,0.000105571212770883
55,0.00019201824034098536,0.00010302141890861094
56,0.00017808249685913324,0.0001023445583996363
57,0.00015601037011947483,9.784915891941637e-05
58,0.00013971279258839786,9.383890574099496e-05
59,0.0001185227301903069,9.379204857395962e-05
60,0.00011264785280218348,9.556683653499931e-05
61,0.00010520012438064441,9.216922626364976e-05
62,9.829955524764955e-05,9.369982581119984e-05
63,9.080867312150076e-05,9.675048931967467e-05
64,8.651358803035691e-05,9.523392509436235e-05
65,8.435703057330102e-05,9.210323332808912e-05
66,7.97160028014332e-05,9.471367229707539e-05
67,7.771673699608073e-05,9.248922287952155e-05
68,7.506494875997305e-05,9.020414290716872e-05
69,7.458766049239784e-05,9.370897168992087e-05
70,7.468234980478883e-05,9.42550614126958e-05
71,7.029738480923697e-05,9.282814426114783e-05
72,6.982395279919729e-05,9.27307119127363e-05
73,6.961327017052099e-05,9.340257383883e-05
74,6.772717460989952e-05,9.164000221062452e-05
75,6.782782293157652e-05,9.22500912565738e-05
76,6.820904673077166e-05,8.936716767493635e-05
77,6.934064731467515e-05,8.977040852187201e-05
78,6.451176159316674e-05,9.183986549032852e-05
79,6.567836680915207e-05,9.150632831733674e-05
80,6.524486525449902e-05,8.830194565234706e-05
81,6.461102748289704e-05,8.762839570408687e-05
82,6.445608596550301e-05,8.970739145297557e-05
83,6.532220868393779e-05,8.879150118445978e-05
84,6.161352939670905e-05,8.799818169791251e-05
85,6.279573426581919e-05,8.803999662632123e-05
86,6.587900134036317e-05,8.730419358471408e-05
87,6.581690104212612e-05,8.620312291895971e-05
